model,file_name,shape_label,texture_label,decision,top1_class_index,top1_class_name,top1_class_category,shape_confidence,texture_confidence,neither_confidence
vgg16,cat4-truck3.png,cat,truck,texture,468,cab,truck,7.309155876100704e-07,0.03810787945985794,0.0
vgg16,cat5-airplane2.png,cat,airplane,texture,895,warplane,airplane,8.338288353115786e-06,0.030094856396317482,0.0
vgg16,cat5-bear2.png,cat,bear,texture,296,ice_bear,bear,0.0019629844464361668,0.1913139373064041,0.0
vgg16,cat5-bicycle3.png,cat,bicycle,neither,772,safety_pin,bottle,8.761621757003013e-06,0.0002593010722193867,0.4206146001815796
vgg16,cat5-boat1.png,cat,boat,texture,865,toyshop,boat,6.512038908113027e-06,0.022079085931181908,0.0
vgg16,cat5-bottle1.png,cat,bottle,texture,440,beer_bottle,bottle,4.59330813384895e-08,0.11266826093196869,0.0
vgg16,cat5-car2.png,cat,car,texture,865,toyshop,car,2.9880267902626656e-05,0.009643902070820332,0.0
vgg16,cat5-chair3.png,cat,chair,texture,423,barber_chair,chair,1.322105890722014e-05,0.07355158030986786,0.0
vgg16,cat5-dog3.png,cat,dog,shape,338,guinea_pig,cat,0.005655951797962189,0.005330516491085291,0.0
vgg16,cat5-elephant2.png,cat,elephant,texture,385,Indian_elephant,elephant,2.2835659144876397e-12,0.38439568877220154,0.0
vgg16,cat5-keyboard3.png,cat,keyboard,neither,481,cassette,bottle,0.00022482986969407648,0.0006520291790366173,0.07824450731277466
vgg16,cat5-knife2.png,cat,knife,texture,692,packet,knife,5.278630123939365e-05,0.02005871757864952,0.0
vgg16,cat6-bear1.png,cat,bear,shape,291,lion,cat,0.06096542999148369,0.004292894154787064,0.0
vgg16,cat6-chair3.png,cat,chair,texture,705,passenger_car,chair,4.6913874029996805e-06,0.03086576983332634,0.0
vgg16,cat6-clock3.png,cat,clock,texture,528,dial_telephone,clock,2.071333966569e-07,0.020055042579770088,0.0
vgg16,cat6-keyboard3.png,cat,keyboard,neither,719,piggy_bank,bottle,8.952535426942632e-05,0.0008239307790063322,0.10997572541236877
vgg16,cat6-oven1.png,cat,oven,texture,742,printer,oven,6.989184475969523e-05,0.010807754471898079,0.0
vgg16,cat7-airplane2.png,cat,airplane,texture,723,pinwheel,airplane,1.4151024515740573e-05,0.007521954830735922,0.0
vgg16,cat7-boat3.png,cat,boat,texture,865,toyshop,boat,3.566357554518618e-05,0.0022116766776889563,0.0
vgg16,cat7-bottle1.png,cat,bottle,texture,440,beer_bottle,bottle,8.515339544601375e-08,0.11690051108598709,0.0
vgg16,cat7-clock3.png,cat,clock,texture,528,dial_telephone,clock,1.5846107999095693e-06,0.017722131684422493,0.0
vgg16,cat7-dog3.png,cat,dog,shape,263,Pembroke,cat,0.0075532118789851665,0.00661833118647337,0.0
vgg16,cat7-elephant1.png,cat,elephant,texture,385,Indian_elephant,elephant,5.599827823665748e-10,0.46488574147224426,0.0
vgg16,cat7-knife2.png,cat,knife,texture,764,rifle,knife,3.345859113323968e-06,0.016274884343147278,0.0
vgg16,cat7-truck2.png,cat,truck,neither,581,grille,car,5.398873668127635e-07,0.03514271229505539,0.23442940413951874
vgg16,cat8-bear1.png,cat,bear,texture,105,koala,bear,0.023427816107869148,0.028659680858254433,0.0
vgg16,cat8-bicycle3.png,cat,bicycle,texture,772,safety_pin,bicycle,7.619464668096043e-06,0.0009885132312774658,0.0
vgg16,cat8-bird2.png,cat,bird,shape,728,plastic_bag,cat,0.009463132359087467,0.00048671846161596477,0.0
vgg16,cat8-car2.png,cat,car,texture,917,comic_book,car,1.55753041326534e-05,0.004988276865333319,0.0
vgg16,cat9-bicycle1.png,cat,bicycle,neither,865,toyshop,bottle,2.2583712052437477e-05,0.0011256970465183258,0.29878249764442444
vgg16,cat9-bird3.png,cat,bird,neither,217,English_springer,dog,0.0001903445227071643,0.0001993528858292848,0.3599264323711395
vgg16,cat9-boat2.png,cat,boat,texture,536,dock,boat,4.188478612832114e-07,0.0663566142320633,0.0
vgg16,cat9-bottle2.png,cat,bottle,texture,898,water_bottle,bottle,2.0964561997516284e-07,0.11655028164386749,0.0
vgg16,cat9-chair2.png,cat,chair,texture,762,restaurant,chair,5.017629405301705e-07,0.0017692408291622996,0.0
vgg16,cat9-clock2.png,cat,clock,texture,917,comic_book,clock,2.729395589540218e-07,0.000531902362126857,0.0
vgg16,cat9-dog2.png,cat,dog,texture,216,clumber,dog,0.00010052516154246405,0.008959520608186722,0.0
vgg16,cat9-knife2.png,cat,knife,texture,764,rifle,knife,1.5805979273864068e-05,0.012348387390375137,0.0
vgg16,cat9-truck1.png,cat,truck,neither,868,tray,car,3.7035724744782783e-06,0.007171222940087318,0.3070165514945984
vgg16,chair1-airplane2.png,chair,airplane,neither,450,bobsled,car,5.988682096358389e-05,0.01227779034525156,0.18855862319469452
vgg16,chair1-bear1.png,chair,bear,neither,360,otter,cat,7.174701011081197e-08,0.017178116366267204,0.3362341523170471
vgg16,chair1-cat3.png,chair,cat,texture,371,patas,cat,4.928815542371012e-07,0.000149418119690381,0.0
vgg16,chair1-clock2.png,chair,clock,texture,560,football_helmet,clock,9.937828872352839e-05,0.01163760107010603,0.0
vgg16,chair1-dog1.png,chair,dog,texture,182,Border_terrier,dog,3.0693801278403043e-08,0.007840827107429504,0.0
vgg16,chair1-elephant1.png,chair,elephant,texture,385,Indian_elephant,elephant,1.6706159567704548e-13,0.4518113136291504,0.0
vgg16,chair1-oven3.png,chair,oven,texture,648,medicine_chest,oven,0.0001445608213543892,0.029948478564620018,0.0
vgg16,chair1-truck3.png,chair,truck,texture,675,moving_van,truck,5.2776504162466154e-05,0.0946565717458725,0.0
vgg16,chair10-airplane2.png,chair,airplane,texture,518,crash_helmet,airplane,0.0010122860549017787,0.02374117076396942,0.0
vgg16,chair10-bicycle1.png,chair,bicycle,texture,845,syringe,bicycle,0.0003250520385336131,0.011138254776597023,0.0
vgg16,chair10-bird3.png,chair,bird,texture,568,fur_coat,bird,0.00032587768509984016,0.003141114255413413,0.0
vgg16,chair10-bottle3.png,chair,bottle,texture,440,beer_bottle,bottle,3.084572199441027e-06,0.11619926989078522,0.0
vgg16,chair10-car2.png,chair,car,texture,709,pencil_box,car,0.0008487950544804335,0.00807985570281744,0.0
vgg16,chair10-cat1.png,chair,cat,texture,274,dhole,cat,1.318530053140421e-06,0.0010514488676562905,0.0
vgg16,chair10-clock1.png,chair,clock,texture,861,toilet_seat,clock,0.00013567217683885247,0.06343203783035278,0.0
vgg16,chair10-dog1.png,chair,dog,texture,299,meerkat,dog,1.3288835987168568e-07,0.004766838625073433,0.0
vgg16,chair10-oven1.png,chair,oven,texture,760,refrigerator,oven,2.9036897103651427e-05,0.03862035274505615,0.0
vgg16,chair2-bear2.png,chair,bear,texture,296,ice_bear,bear,6.937276566532091e-07,0.1868736743927002,0.0
vgg16,chair2-boat1.png,chair,boat,texture,510,container_ship,boat,0.0001624581345822662,0.020572977140545845,0.0
vgg16,chair2-keyboard2.png,chair,keyboard,neither,898,water_bottle,bottle,6.442634912673384e-05,0.0009054035181179643,0.20607216656208038
vgg16,chair2-knife1.png,chair,knife,texture,652,military_uniform,knife,0.0001486096007283777,0.015149536542594433,0.0
vgg16,chair3-airplane2.png,chair,airplane,texture,723,pinwheel,airplane,0.0005373953608796,0.009436271153390408,0.0
vgg16,chair3-bicycle3.png,chair,bicycle,shape,791,shopping_cart,chair,0.00012033386883558705,0.00011035724310204387,0.0
vgg16,chair3-bottle3.png,chair,bottle,texture,737,pop_bottle,bottle,1.019720230033272e-06,0.11486291885375977,0.0
vgg16,chair3-car3.png,chair,car,texture,511,convertible,car,0.00011111085768789053,0.18175047636032104,0.0
vgg16,chair3-dog2.png,chair,dog,texture,207,golden_retriever,dog,6.128773293312406e-06,0.006758640054613352,0.0
vgg16,chair3-knife1.png,chair,knife,texture,592,hard_disc,knife,0.00028764980379492044,0.07521366328001022,0.0
vgg16,chair4-bear2.png,chair,bear,texture,296,ice_bear,bear,1.5593548141623614e-06,0.08949925750494003,0.0
vgg16,chair4-cat2.png,chair,cat,texture,287,lynx,cat,8.810303597783786e-07,0.028759097680449486,0.0
vgg16,chair4-keyboard2.png,chair,keyboard,neither,759,reflex_camera,bottle,6.33524832664989e-05,0.0020948294550180435,0.13798820972442627
vgg16,chair4-oven2.png,chair,oven,shape,423,barber_chair,chair,0.03971266373991966,0.012221598997712135,0.0
vgg16,chair4-truck2.png,chair,truck,texture,581,grille,truck,0.017417632043361664,0.036732107400894165,0.0
vgg16,chair5-bicycle1.png,chair,bicycle,texture,665,moped,bicycle,0.00010628927702782676,0.0419599711894989,0.0
vgg16,chair5-bird1.png,chair,bird,texture,17,jay,bird,4.1069017697736854e-07,0.003289266489446163,0.0
vgg16,chair5-boat3.png,chair,boat,neither,865,toyshop,truck,0.0014891248429194093,0.001043061725795269,0.2798759341239929
vgg16,chair5-bottle3.png,chair,bottle,texture,737,pop_bottle,bottle,5.703461283701472e-06,0.08290623128414154,0.0
vgg16,chair5-car1.png,chair,car,texture,865,toyshop,car,0.0003356384113430977,0.040760722011327744,0.0
vgg16,chair5-cat3.png,chair,cat,texture,371,patas,cat,6.357626034514396e-07,0.0005140690482221544,0.0
vgg16,chair5-clock2.png,chair,clock,texture,670,motor_scooter,clock,1.4946613191568758e-05,0.0019498438341543078,0.0
vgg16,chair5-keyboard2.png,chair,keyboard,texture,759,reflex_camera,keyboard,0.00024767022114247084,0.004516005050390959,0.0
vgg16,chair5-knife3.png,chair,knife,texture,499,cleaver,knife,0.0001482872903579846,0.4190188944339752,0.0
vgg16,chair5-oven2.png,chair,oven,texture,766,rotisserie,oven,0.011811504140496254,0.1966615468263626,0.0
vgg16,chair5-truck3.png,chair,truck,texture,468,cab,truck,0.0003489966911729425,0.016502834856510162,0.0
vgg16,chair6-bird2.png,chair,bird,texture,391,coho,bird,7.645282312296331e-05,0.001295525929890573,0.0
vgg16,chair6-dog1.png,chair,dog,texture,299,meerkat,dog,1.1421187195992388e-07,0.0032936532516032457,0.0
vgg16,chair6-elephant2.png,chair,elephant,texture,385,Indian_elephant,elephant,7.452327058406205e-13,0.42074665427207947,0.0
vgg16,chair6-truck2.png,chair,truck,texture,581,grille,truck,0.000972668407484889,0.04292308911681175,0.0
vgg16,chair7-airplane1.png,chair,airplane,texture,403,aircraft_carrier,airplane,1.8177502170146909e-07,0.0006060980958864093,0.0
vgg16,chair7-bird1.png,chair,bird,texture,13,junco,bird,2.6686237106332555e-05,0.017236197367310524,0.0
vgg16,chair7-boat3.png,chair,boat,texture,540,drilling_platform,boat,0.00044323396286927164,0.003187553957104683,0.0
vgg16,chair7-bottle1.png,chair,bottle,texture,440,beer_bottle,bottle,1.1677132079057628e-06,0.09760019928216934,0.0
vgg16,chair7-car2.png,chair,car,texture,692,packet,car,0.0004934485186822712,0.0015778312226757407,0.0
vgg16,chair7-cat1.png,chair,cat,texture,274,dhole,cat,0.00012594045256264508,0.021498078480362892,0.0
vgg16,chair7-clock3.png,chair,clock,texture,528,dial_telephone,clock,8.596774569014087e-05,0.11040320247411728,0.0
vgg16,chair7-elephant1.png,chair,elephant,texture,385,Indian_elephant,elephant,2.2981838654345665e-10,0.46054527163505554,0.0
vgg16,chair7-knife2.png,chair,knife,texture,461,breastplate,knife,0.000673215719871223,0.0043167355470359325,0.0
vgg16,chair7-truck3.png,chair,truck,texture,468,cab,truck,0.0012031802907586098,0.029822882264852524,0.0
vgg16,chair8-airplane1.png,chair,airplane,texture,895,warplane,airplane,6.755686172255082e-06,0.0011574506061151624,0.0
vgg16,chair8-bear1.png,chair,bear,neither,341,hog,cat,1.4090024080815056e-07,0.0020041007082909346,0.31264635920524597
vgg16,chair8-bicycle3.png,chair,bicycle,shape,772,safety_pin,chair,0.00029326308867894113,0.00015202967915683985,0.0
vgg16,chair8-boat1.png,chair,boat,texture,536,dock,boat,6.015758845023811e-05,0.0185556523501873,0.0
vgg16,chair8-car1.png,chair,car,texture,817,sports_car,car,0.00042936793761327863,0.06919031590223312,0.0
vgg16,chair8-clock3.png,chair,clock,texture,528,dial_telephone,clock,7.334137080761138e-06,0.04042743146419525,0.0
vgg16,chair8-elephant1.png,chair,elephant,texture,385,Indian_elephant,elephant,7.026518039285334e-13,0.4545198678970337,0.0
vgg16,chair8-keyboard3.png,chair,keyboard,neither,589,hand_blower,bottle,4.966820415575057e-05,0.00035243076854385436,0.13422147929668427
vgg16,chair8-knife2.png,chair,knife,texture,692,packet,knife,0.0004973947652615607,0.036460068076848984,0.0
vgg16,chair8-oven1.png,chair,oven,texture,760,refrigerator,oven,4.9087619117926806e-05,0.000454748427728191,0.0
vgg16,chair9-bear1.png,chair,bear,texture,294,brown_bear,bear,1.197459198465367e-07,0.0534859262406826,0.0
vgg16,chair9-bicycle3.png,chair,bicycle,texture,791,shopping_cart,bicycle,6.675541953882203e-05,0.0009613305446691811,0.0
vgg16,chair9-bird3.png,chair,bird,neither,314,cockroach,clock,0.0002798177010845393,0.0009562820196151733,0.1470884382724762
vgg16,chair9-boat2.png,chair,boat,texture,625,lifeboat,boat,0.00016045251686591655,0.049499742686748505,0.0
vgg16,chair9-bottle3.png,chair,bottle,texture,865,toyshop,bottle,2.2669930785923498e-06,0.05759815126657486,0.0
vgg16,chair9-dog2.png,chair,dog,texture,373,macaque,dog,1.7369128499922226e-06,0.0024873875081539154,0.0
vgg16,chair9-elephant1.png,chair,elephant,texture,385,Indian_elephant,elephant,3.112775459612749e-08,0.4680315852165222,0.0
vgg16,chair9-keyboard2.png,chair,keyboard,neither,518,crash_helmet,bottle,4.112839815206826e-05,0.0006432511145249009,0.08578042685985565
vgg16,clock1-bear1.png,clock,bear,texture,294,brown_bear,bear,2.3253287508850917e-06,0.043835051357746124,0.0
vgg16,clock1-boat3.png,clock,boat,texture,724,pirate,boat,0.00011755942250601947,0.022616084665060043,0.0
vgg16,clock1-car1.png,clock,car,texture,802,snowmobile,car,1.963677959793131e-06,0.03499825671315193,0.0
vgg16,clock1-dog2.png,clock,dog,texture,207,golden_retriever,dog,4.565554718283238e-06,0.008282208815217018,0.0
vgg16,clock1-elephant2.png,clock,elephant,texture,385,Indian_elephant,elephant,4.949433658058e-12,0.37612539529800415,0.0
vgg16,clock1-truck3.png,clock,truck,texture,468,cab,truck,0.0006923614419065416,0.011902771890163422,0.0
vgg16,clock10-airplane1.png,clock,airplane,shape,403,aircraft_carrier,clock,0.009320728480815887,0.0025956742465496063,0.0
vgg16,clock10-bird3.png,clock,bird,neither,960,chocolate_sauce,oven,0.0004866280360147357,1.2032704034936614e-05,0.30242544412612915
vgg16,clock10-boat2.png,clock,boat,texture,625,lifeboat,boat,0.00010247493628412485,0.1279083490371704,0.0
vgg16,clock10-bottle1.png,clock,bottle,texture,865,toyshop,bottle,0.0005233747651800513,0.042937152087688446,0.0
vgg16,clock10-cat1.png,clock,cat,neither,215,Brittany_spaniel,dog,4.0911745600169525e-06,0.0037876758724451065,0.20057426393032074
vgg16,clock10-dog3.png,clock,dog,texture,212,English_setter,dog,4.019820778466965e-07,0.007463966030627489,0.0
vgg16,clock10-knife3.png,clock,knife,texture,813,spatula,knife,8.424910629400983e-05,0.06030193716287613,0.0
vgg16,clock10-oven2.png,clock,oven,texture,859,toaster,oven,0.0009303036495111883,0.017547257244586945,0.0
vgg16,clock10-truck2.png,clock,truck,neither,581,grille,car,8.287158561870456e-05,0.018262315541505814,0.473867267370224
vgg16,clock2-bear2.png,clock,bear,texture,150,sea_lion,bear,1.770011635926494e-06,0.04282728582620621,0.0
vgg16,clock2-bicycle1.png,clock,bicycle,texture,671,mountain_bike,bicycle,0.005280524492263794,0.31682705879211426,0.0
vgg16,clock2-bottle3.png,clock,bottle,shape,455,bottlecap,clock,0.05591730400919914,0.0090752262622118,0.0
vgg16,clock2-dog1.png,clock,dog,neither,376,proboscis_monkey,cat,1.6946891037150635e-06,0.0008029676391743124,0.5901529788970947
vgg16,clock2-elephant2.png,clock,elephant,texture,386,African_elephant,elephant,5.895327337412937e-09,0.4543871283531189,0.0
vgg16,clock2-knife1.png,clock,knife,shape,409,analog_clock,clock,0.08672136813402176,1.7554870282765478e-05,0.0
vgg16,clock3-bear3.png,clock,bear,neither,360,otter,cat,4.5844146370654926e-05,0.0038289306685328484,0.32661065459251404
vgg16,clock3-bicycle2.png,clock,bicycle,shape,835,sundial,clock,0.040487613528966904,0.0075544435530900955,0.0
vgg16,clock3-bird1.png,clock,bird,shape,749,quill,clock,0.004525482188910246,0.001586214522831142,0.0
vgg16,clock3-car2.png,clock,car,texture,518,crash_helmet,car,5.945888460701099e-06,0.04584650322794914,0.0
vgg16,clock3-cat1.png,clock,cat,texture,274,dhole,cat,8.302895730594173e-05,0.008183951489627361,0.0
vgg16,clock3-dog2.png,clock,dog,neither,299,meerkat,cat,6.400255369953811e-05,0.003434006590396166,0.16817179322242737
vgg16,clock3-elephant3.png,clock,elephant,texture,385,Indian_elephant,elephant,4.4038373744115233e-05,0.3882713317871094,0.0
vgg16,clock3-keyboard3.png,clock,keyboard,shape,826,stopwatch,clock,0.03965158388018608,0.0002859218220692128,0.0
vgg16,clock4-airplane1.png,clock,airplane,texture,403,aircraft_carrier,airplane,2.0609171770047396e-05,0.0021662646904587746,0.0
vgg16,clock4-bird3.png,clock,bird,shape,787,shield,clock,0.0976383313536644,6.526522042804572e-07,0.0
vgg16,clock4-boat3.png,clock,boat,texture,724,pirate,boat,7.76228480390273e-05,0.008597184903919697,0.0
vgg16,clock4-bottle3.png,clock,bottle,texture,737,pop_bottle,bottle,1.6375590348616242e-05,0.13190963864326477,0.0
vgg16,clock4-car2.png,clock,car,texture,518,crash_helmet,car,3.97611984226387e-05,0.03607539087533951,0.0
vgg16,clock4-chair1.png,clock,chair,neither,511,convertible,car,3.987757963841432e-07,3.6802033719141036e-05,0.9276166558265686
vgg16,clock4-elephant2.png,clock,elephant,texture,385,Indian_elephant,elephant,1.8930575423209417e-12,0.3671106994152069,0.0
vgg16,clock4-knife1.png,clock,knife,shape,835,sundial,clock,0.0647747740149498,0.00034084951039403677,0.0
vgg16,clock4-oven1.png,clock,oven,shape,742,printer,clock,0.0037320584524422884,0.0003453180252108723,0.0
vgg16,clock5-airplane1.png,clock,airplane,shape,778,scale,clock,0.012527603656053543,0.00012050465011270717,0.0
vgg16,clock5-bicycle1.png,clock,bicycle,texture,671,mountain_bike,bicycle,0.005454400088638067,0.1391989141702652,0.0
vgg16,clock5-chair3.png,clock,chair,texture,586,half_track,chair,0.001037730136886239,0.002839260268956423,0.0
vgg16,clock5-elephant2.png,clock,elephant,texture,386,African_elephant,elephant,6.778839178878115e-08,0.37250077724456787,0.0
vgg16,clock5-keyboard1.png,clock,keyboard,shape,835,sundial,clock,0.01480026263743639,9.406514436705038e-05,0.0
vgg16,clock5-oven1.png,clock,oven,neither,742,printer,car,6.434417446143925e-05,0.00023426504048984498,0.8462586998939514
vgg16,clock6-bicycle1.png,clock,bicycle,texture,671,mountain_bike,bicycle,0.0470004677772522,0.07664738595485687,0.0
vgg16,clock6-bird3.png,clock,bird,shape,892,wall_clock,clock,0.1507003754377365,6.711155720040551e-07,0.0
vgg16,clock6-bottle1.png,clock,bottle,texture,788,shoe_shop,bottle,0.0006166726816445589,0.02343805693089962,0.0
vgg16,clock6-car2.png,clock,car,texture,751,racer,car,0.00017016711353790015,0.037832003086805344,0.0
vgg16,clock6-chair3.png,clock,chair,texture,471,cannon,chair,4.2211730033159256e-05,0.010188012383878231,0.0
vgg16,clock6-knife2.png,clock,knife,shape,892,wall_clock,clock,0.08341024070978165,0.00025652427575550973,0.0
vgg16,clock6-oven1.png,clock,oven,texture,742,printer,oven,0.00031608957215212286,0.024082843214273453,0.0
vgg16,clock6-truck3.png,clock,truck,texture,468,cab,truck,9.814385703066364e-05,0.007184034213423729,0.0
vgg16,clock7-bear2.png,clock,bear,neither,515,cowboy_hat,bird,7.580204965051962e-06,0.002585063688457012,0.1488713175058365
vgg16,clock7-bicycle1.png,clock,bicycle,texture,538,dome,bicycle,0.0073461513966321945,0.06858528405427933,0.0
vgg16,clock7-boat3.png,clock,boat,texture,868,tray,boat,0.004434255417436361,0.005896269343793392,0.0
vgg16,clock7-bottle2.png,clock,bottle,texture,898,water_bottle,bottle,3.189226481481455e-05,0.08062762022018433,0.0
vgg16,clock7-car1.png,clock,car,texture,817,sports_car,car,2.3103391868062317e-05,0.07766110450029373,0.0
vgg16,clock7-cat2.png,clock,cat,texture,285,Egyptian_cat,cat,1.669672315074422e-06,0.1364920437335968,0.0
vgg16,clock7-dog2.png,clock,dog,neither,207,golden_retriever,cat,0.00037419699947349727,0.002671958180144429,0.06544220447540283
vgg16,clock7-keyboard2.png,clock,keyboard,neither,518,crash_helmet,bottle,0.0020054446067661047,0.0002494830987416208,0.1351521909236908
vgg16,clock7-truck3.png,clock,truck,texture,468,cab,truck,3.932461822842015e-06,0.04049867391586304,0.0
vgg16,clock8-airplane2.png,clock,airplane,texture,895,warplane,airplane,0.0061864363960921764,0.009194948710501194,0.0
vgg16,clock8-bear2.png,clock,bear,texture,296,ice_bear,bear,6.408131594071165e-05,0.12929806113243103,0.0
vgg16,clock8-boat1.png,clock,boat,texture,625,lifeboat,boat,0.0021801756229251623,0.05582568049430847,0.0
vgg16,clock8-cat1.png,clock,cat,texture,341,hog,cat,1.766803143254947e-05,0.002547863172367215,0.0
vgg16,clock8-chair2.png,clock,chair,texture,634,lumbermill,chair,0.0005941735580563545,0.00439702533185482,0.0
vgg16,clock8-keyboard1.png,clock,keyboard,shape,640,manhole_cover,clock,0.01370304822921753,8.447163418168202e-05,0.0
vgg16,clock8-knife1.png,clock,knife,shape,535,disk_brake,clock,0.03553358092904091,9.03446925804019e-05,0.0
vgg16,clock8-oven3.png,clock,oven,neither,480,cash_machine,truck,4.083630756213097e-06,3.279393467892078e-07,0.933959424495697
vgg16,clock8-truck2.png,clock,truck,neither,581,grille,car,0.00017002907407004386,0.006492734886705875,0.36245009303092957
vgg16,clock9-airplane1.png,clock,airplane,shape,892,wall_clock,clock,0.2867167890071869,9.495851554675028e-05,0.0
vgg16,clock9-bird2.png,clock,bird,shape,787,shield,clock,0.010233435779809952,2.1514802938327193e-05,0.0
vgg16,clock9-cat1.png,clock,cat,texture,282,tiger_cat,cat,3.928833393729292e-05,0.10607623308897018,0.0
vgg16,clock9-chair3.png,clock,chair,texture,575,golfcart,chair,0.0001301290321862325,0.013145891018211842,0.0
vgg16,clock9-keyboard2.png,clock,keyboard,neither,518,crash_helmet,car,0.000126642597024329,0.0011484361020848155,0.48023924231529236
vgg16,dog1-airplane3.png,dog,airplane,neither,895,warplane,car,2.7471989596961066e-05,0.002618044149130583,0.15392354130744934
vgg16,dog1-bear1.png,dog,bear,texture,294,brown_bear,bear,4.2389829104649834e-06,0.2218010574579239,0.0
vgg16,dog1-bird1.png,dog,bird,texture,87,African_grey,bird,0.0023730602115392685,0.011441508308053017,0.0
vgg16,dog1-boat3.png,dog,boat,neither,865,toyshop,chair,1.6286219761241227e-05,0.0004998511867597699,0.5020378828048706
vgg16,dog1-car2.png,dog,car,texture,865,toyshop,car,1.0456195695951465e-06,0.0062469132244586945,0.0
vgg16,dog1-cat3.png,dog,cat,shape,215,Brittany_spaniel,dog,0.007305873557925224,9.012757072923705e-05,0.0
vgg16,dog1-chair1.png,dog,chair,neither,511,convertible,car,1.2290721542740357e-06,0.0010753546375781298,0.43309450149536133
vgg16,dog1-knife3.png,dog,knife,texture,813,spatula,knife,7.088595793902641e-06,0.12181674689054489,0.0
vgg16,dog10-airplane1.png,dog,airplane,texture,403,aircraft_carrier,airplane,1.2162851170671729e-08,0.00021806162840221077,0.0
vgg16,dog10-bicycle1.png,dog,bicycle,texture,665,moped,bicycle,3.143786670989357e-05,0.03705724701285362,0.0
vgg16,dog10-bottle1.png,dog,bottle,texture,440,beer_bottle,bottle,4.457417190906199e-08,0.09905700385570526,0.0
vgg16,dog10-car3.png,dog,car,texture,555,fire_engine,car,1.5847603208385408e-05,0.07993575930595398,0.0
vgg16,dog10-clock1.png,dog,clock,texture,892,wall_clock,clock,7.542755042777571e-07,0.09400662779808044,0.0
vgg16,dog10-elephant1.png,dog,elephant,texture,385,Indian_elephant,elephant,4.3277903483129876e-10,0.4574183225631714,0.0
vgg16,dog10-keyboard2.png,dog,keyboard,neither,570,gasmask,bottle,1.9624891137937084e-05,0.009132174775004387,0.031370218843221664
vgg16,dog10-oven2.png,dog,oven,texture,859,toaster,oven,8.300926310766954e-06,0.2086079865694046,0.0
vgg16,dog10-truck2.png,dog,truck,neither,581,grille,chair,6.151194611447863e-07,0.006332344375550747,0.32893311977386475
vgg16,dog2-airplane2.png,dog,airplane,texture,895,warplane,airplane,4.8316578613594174e-06,0.0294813085347414,0.0
vgg16,dog2-bicycle2.png,dog,bicycle,texture,695,padlock,bicycle,1.6971191030279442e-07,0.0035061987582594156,0.0
vgg16,dog2-bottle2.png,dog,bottle,texture,898,water_bottle,bottle,1.0804777517137154e-08,0.1379072368144989,0.0
vgg16,dog2-cat1.png,dog,cat,shape,215,Brittany_spaniel,dog,0.008463899604976177,0.0007181601249612868,0.0
vgg16,dog2-knife3.png,dog,knife,texture,999,toilet_tissue,knife,0.00010719233250711113,0.009439033456146717,0.0
vgg16,dog3-bear3.png,dog,bear,texture,360,otter,bear,0.0006082370528019965,0.05042273551225662,0.0
vgg16,dog3-bird2.png,dog,bird,shape,205,flat-coated_retriever,dog,0.005399095825850964,0.0006445715553127229,0.0
vgg16,dog3-boat1.png,dog,boat,texture,814,speedboat,boat,4.807622190128313e-06,0.0797928050160408,0.0
vgg16,dog3-clock1.png,dog,clock,texture,592,hard_disc,clock,2.94373239739798e-06,0.03732966259121895,0.0
vgg16,dog3-elephant2.png,dog,elephant,texture,385,Indian_elephant,elephant,3.7565964228214455e-11,0.3701944053173065,0.0
vgg16,dog3-keyboard1.png,dog,keyboard,neither,481,cassette,knife,0.0006561325280927122,0.00045638796291314065,0.24117392301559448
vgg16,dog3-knife3.png,dog,knife,texture,691,oxygen_mask,knife,0.000279106228845194,0.018598251044750214,0.0
vgg16,dog3-truck2.png,dog,truck,texture,656,minivan,truck,7.1396661951439455e-06,0.02009965293109417,0.0
vgg16,dog4-airplane3.png,dog,airplane,neither,895,warplane,bottle,8.351957148988731e-06,0.0006727834115736187,0.1723526567220688
vgg16,dog4-bicycle1.png,dog,bicycle,texture,845,syringe,bicycle,1.9372148017282598e-05,0.003934642765671015,0.0
vgg16,dog4-bird1.png,dog,bird,texture,17,jay,bird,2.3712931351838051e-07,0.010002652183175087,0.0
vgg16,dog4-bottle2.png,dog,bottle,texture,898,water_bottle,bottle,1.6473092045998783e-07,0.11793423444032669,0.0
vgg16,dog4-cat3.png,dog,cat,texture,376,proboscis_monkey,cat,0.0015763490227982402,0.014982033520936966,0.0
vgg16,dog4-chair1.png,dog,chair,neither,511,convertible,car,8.856072213347943e-07,0.0002726985258050263,0.7391632795333862
vgg16,dog4-clock1.png,dog,clock,texture,892,wall_clock,clock,2.4321111595781986e-06,0.07528001070022583,0.0
vgg16,dog4-elephant2.png,dog,elephant,texture,385,Indian_elephant,elephant,4.713401544065299e-11,0.39921343326568604,0.0
vgg16,dog4-keyboard2.png,dog,keyboard,neither,518,crash_helmet,bottle,5.975700332783163e-06,0.0009830587077885866,0.2930378317832947
vgg16,dog4-oven1.png,dog,oven,neither,760,refrigerator,bottle,7.508597263949923e-06,0.00190337048843503,0.456854909658432
vgg16,dog4-truck2.png,dog,truck,texture,581,grille,truck,6.303082500380697e-07,0.023609716445207596,0.0
vgg16,dog5-bear3.png,dog,bear,texture,360,otter,bear,2.133323323505465e-05,0.004189982544630766,0.0
